,stature,weightkg,crotchheight,waistcircumference,size,color
3729,1621,900,736,1025,medium,slategrey
3730,1623,673,752,795,small,asd
3731,1629,790,762,893,medium,slategrey
3732,1707,1015,812,1108,large,lightsteelblue
3733,1717,574,896,736,large,lightsteelblue
3734,1767,765,836,890,large,lightsteelblue
3735,1847,919,914,914,xl,cornflowerblue
3736,1790,797,902,851,large,lightsteelblue
3737,1697,731,846,841,medium,slategrey
3738,1758,1065,842,1176,large,lightsteelblue
3739,1643,675,786,908,medium,slategrey
3740,1753,778,875,828,large,lightsteelblue
3741,1759,739,919,815,xl,cornflowerblue
3742,1748,779,852,887,large,lightsteelblue
3743,1834,1207,881,1158,xl,cornflowerblue
3744,1712,719,832,836,medium,slategrey
3745,1787,871,889,903,xl,cornflowerblue
3746,1645,1034,756,1128,medium,slategrey
3747,1755,812,817,831,medium,slategrey
3748,1765,807,846,832,medium,slategrey
3749,1717,664,839,763,medium,slategrey
3750,1749,1002,814,1068,large,lightsteelblue
3751,1758,789,863,928,xl,cornflowerblue
3752,1604,836,754,1013,medium,slategrey
3753,1746,755,862,764,large,lightsteelblue
3754,1709,885,825,968,large,lightsteelblue
3755,1656,835,780,1063,medium,slategrey
3756,1684,1013,813,1140,large,lightsteelblue
3757,1781,713,861,775,large,lightsteelblue
3758,1750,776,850,853,large,lightsteelblue
3759,1737,902,843,1030,large,lightsteelblue
3760,1891,794,941,840,xl,cornflowerblue
3761,1788,842,892,943,xl,cornflowerblue
3762,1718,932,800,1026,medium,slategrey
3763,1640,667,775,885,medium,slategrey
3764,1836,1043,895,1054,xl,cornflowerblue
3765,1604,736,732,882,medium,slategrey
3766,1707,809,798,917,medium,slategrey
3767,1681,830,764,995,medium,slategrey
3768,1840,802,900,927,xl,cornflowerblue
3769,1711,606,828,758,medium,slategrey
3770,1807,801,917,924,xl,cornflowerblue
3771,1739,668,839,760,medium,slategrey
3772,1703,811,831,1016,large,lightsteelblue
3773,1770,591,822,769,medium,slategrey
3774,1747,924,826,1061,large,lightsteelblue
3775,1848,938,918,1038,xxl,royalblue
3776,1788,735,881,817,large,lightsteelblue
3777,1814,885,878,968,xl,cornflowerblue
3778,1754,855,855,904,large,lightsteelblue
3779,1684,839,809,954,medium,slategrey
3780,1764,678,852,815,medium,slategrey
3781,1729,811,811,960,large,lightsteelblue
3782,1746,930,846,976,large,lightsteelblue
3783,1688,846,801,896,medium,slategrey
3784,1729,729,832,857,large,lightsteelblue
3785,1835,588,907,728,large,lightsteelblue
3786,1739,941,842,1051,large,lightsteelblue
3787,1782,1003,871,1021,xl,cornflowerblue
3788,1745,817,845,980,large,lightsteelblue
3789,1749,804,880,876,large,lightsteelblue
3790,1720,730,859,838,medium,slategrey
3791,1735,804,839,946,large,lightsteelblue
3792,1750,849,894,911,xl,cornflowerblue
3793,1772,1025,871,1080,xl,cornflowerblue
3794,1832,864,900,882,large,lightsteelblue
3795,1850,1094,872,1076,xl,cornflowerblue
3796,1664,882,792,916,medium,slategrey
3797,1675,936,775,1101,medium,slategrey
3798,1807,920,869,958,xl,cornflowerblue
3799,1765,862,818,944,large,lightsteelblue
3800,1792,861,872,888,large,lightsteelblue
3801,1795,977,875,1058,xl,cornflowerblue
3802,1753,707,845,777,medium,slategrey
3803,1816,969,924,882,xl,cornflowerblue
3804,1600,718,765,870,medium,slategrey
3805,1655,699,770,761,small,asd
3806,1608,711,785,822,medium,slategrey
3807,1753,939,817,1014,large,lightsteelblue
3808,1704,859,792,907,medium,slategrey
3809,1887,892,942,913,xl,cornflowerblue
3810,1784,744,868,820,large,lightsteelblue
3811,1778,632,868,745,large,lightsteelblue
3812,1877,913,908,855,large,lightsteelblue
3813,1734,716,875,795,large,lightsteelblue
3814,1808,899,870,845,large,lightsteelblue
3815,1815,859,878,872,large,lightsteelblue
3816,1793,826,837,912,large,lightsteelblue
3817,1758,911,844,917,large,lightsteelblue
3818,1772,967,905,995,xl,cornflowerblue
3819,1694,789,851,957,large,lightsteelblue
3820,1661,733,787,822,medium,slategrey
3821,1730,901,851,902,large,lightsteelblue
3822,1653,693,764,753,small,asd
3823,1753,817,846,960,large,lightsteelblue
3824,1740,846,812,918,large,lightsteelblue
3825,1711,752,798,823,medium,slategrey
3826,1758,944,838,972,large,lightsteelblue
3827,1761,693,855,843,medium,slategrey
3828,1725,872,840,1063,large,lightsteelblue
3829,1702,749,813,824,medium,slategrey
3830,1775,899,865,970,xl,cornflowerblue
3831,1670,862,776,1023,medium,slategrey
3832,1768,825,880,900,xl,cornflowerblue
3833,1687,803,771,933,medium,slategrey
3834,1700,740,809,828,medium,slategrey
3835,1749,966,820,1030,large,lightsteelblue
3836,1710,879,827,986,large,lightsteelblue
3837,1924,757,959,821,xl,cornflowerblue
3838,1729,882,858,837,medium,slategrey
3839,1713,733,830,797,medium,slategrey
3840,1737,730,848,844,medium,slategrey
3841,1741,1142,861,1165,xl,cornflowerblue
3842,1635,780,790,913,medium,slategrey
3843,1744,1019,824,1068,large,lightsteelblue
3844,1745,1095,838,1147,large,lightsteelblue
3845,1744,687,884,746,large,lightsteelblue
3846,1733,997,808,1131,medium,slategrey
3847,1786,1021,846,1100,large,lightsteelblue
3848,1797,950,879,1083,xl,cornflowerblue
3849,1824,838,885,964,xl,cornflowerblue
3850,1648,970,805,1100,medium,slategrey
3851,1627,697,764,791,small,asd
3852,1793,1012,825,1111,large,lightsteelblue
3853,1703,625,798,771,small,asd
3854,1810,1051,844,1054,large,lightsteelblue
3855,1868,898,890,894,large,lightsteelblue
3856,1698,914,792,1002,medium,slategrey
3857,1720,805,818,911,large,lightsteelblue
3858,1752,770,880,907,xl,cornflowerblue
3859,1682,980,780,1010,medium,slategrey
3860,1853,1020,880,987,xl,cornflowerblue
3861,1777,783,848,851,large,lightsteelblue
3862,1728,801,837,901,large,lightsteelblue
3863,1726,912,863,1014,xl,cornflowerblue
3864,1651,787,764,933,medium,slategrey
3865,1674,607,789,755,small,asd
3866,1753,798,830,837,medium,slategrey
3867,1721,1011,839,1066,large,lightsteelblue
3868,1783,890,858,946,large,lightsteelblue
3869,1732,690,862,830,large,lightsteelblue
3870,1787,684,872,771,large,lightsteelblue
3871,1766,1085,873,1092,xl,cornflowerblue
3872,1723,655,831,786,medium,slategrey
3873,1757,797,827,873,large,lightsteelblue
3874,1700,845,792,933,medium,slategrey
3875,1750,578,824,720,medium,slategrey
3876,1637,962,786,1036,medium,slategrey
3877,1773,921,843,916,large,lightsteelblue
3878,1702,1093,807,1191,medium,slategrey
3879,1798,890,871,1002,xl,cornflowerblue
3880,1796,873,856,934,large,lightsteelblue
3881,1717,768,856,901,large,lightsteelblue
3882,1718,819,855,896,large,lightsteelblue
3883,1839,821,885,850,large,lightsteelblue
3884,1619,691,775,830,medium,slategrey
3885,1790,913,853,977,large,lightsteelblue
3886,1893,882,930,920,xl,cornflowerblue
3887,1807,861,886,875,large,lightsteelblue
3888,1746,1083,842,1176,large,lightsteelblue
3889,1760,718,862,900,xl,cornflowerblue
3890,1823,1069,886,1175,xl,cornflowerblue
3891,1673,883,812,1047,large,lightsteelblue
3892,1724,862,824,950,large,lightsteelblue
3893,1757,1047,809,1100,medium,slategrey
3894,1649,682,790,841,medium,slategrey
3895,1718,877,852,935,large,lightsteelblue
3896,1789,776,875,875,large,lightsteelblue
3897,1669,753,800,877,medium,slategrey
3898,1732,924,817,1016,large,lightsteelblue
3899,1846,767,918,858,xl,cornflowerblue
3900,1737,839,872,850,large,lightsteelblue
3901,1706,868,806,932,medium,slategrey
3902,1865,1108,931,1117,xxl,royalblue
3903,1858,762,903,800,large,lightsteelblue
3904,1800,968,874,1000,xl,cornflowerblue
3905,1640,711,751,831,medium,slategrey
3906,1761,1010,814,1110,large,lightsteelblue
3907,1809,1012,892,1104,xl,cornflowerblue
3908,1675,870,798,1056,medium,slategrey
3909,1777,979,849,1066,large,lightsteelblue
3910,1818,1038,887,1127,xl,cornflowerblue
3911,1770,891,841,984,large,lightsteelblue
3912,1668,746,807,846,medium,slategrey
3913,1740,840,839,950,large,lightsteelblue
3914,1790,750,868,840,large,lightsteelblue
3915,1708,1106,792,1176,medium,slategrey
3916,1684,727,772,905,medium,slategrey
3917,1828,882,895,885,large,lightsteelblue
3918,1682,663,814,912,large,lightsteelblue
3919,1805,852,866,971,xl,cornflowerblue
3920,1666,734,824,846,medium,slategrey
3921,1727,687,857,835,medium,slategrey
3922,1828,925,883,988,xl,cornflowerblue
3923,1683,762,790,897,medium,slategrey
3924,1709,804,852,868,large,lightsteelblue
3925,1696,921,813,1046,large,lightsteelblue
3926,1790,914,860,901,large,lightsteelblue
3927,1795,796,844,805,medium,slategrey
3928,1736,746,777,792,small,asd
3929,1778,726,874,830,large,lightsteelblue
3930,1771,687,879,808,large,lightsteelblue
3931,1845,892,912,917,xl,cornflowerblue
3932,1738,690,842,763,medium,slategrey
3933,1710,682,850,784,medium,slategrey
3934,1645,757,789,945,medium,slategrey
3935,1700,827,793,910,medium,slategrey
3936,1687,801,815,907,large,lightsteelblue
3937,1810,930,879,1020,xl,cornflowerblue
3938,1722,760,778,906,medium,slategrey
3939,1788,950,861,1033,xl,cornflowerblue
3940,1784,691,833,815,medium,slategrey
3941,1780,811,867,891,large,lightsteelblue
3942,1777,847,859,865,large,lightsteelblue
3943,1746,730,862,856,large,lightsteelblue
3944,1775,791,839,900,large,lightsteelblue
3945,1774,963,847,1024,large,lightsteelblue
3946,1735,1049,800,1120,medium,slategrey
3947,1748,870,818,985,large,lightsteelblue
3948,1704,705,843,816,medium,slategrey
3949,1728,978,842,1048,large,lightsteelblue
3950,1767,1039,848,1108,large,lightsteelblue
3951,1719,969,825,1096,large,lightsteelblue
3952,1878,783,965,854,xxl,royalblue
3953,1703,836,824,930,large,lightsteelblue
3954,1726,694,790,827,medium,slategrey
3955,1703,958,832,1082,large,lightsteelblue
3956,1701,945,810,988,medium,slategrey
3957,1788,807,872,972,xl,cornflowerblue
3958,1797,912,875,1040,xl,cornflowerblue
3959,1772,850,845,967,large,lightsteelblue
3960,1657,744,767,890,medium,slategrey
3961,1786,980,845,1074,large,lightsteelblue
3962,1743,926,888,938,xl,cornflowerblue
3963,1751,843,854,927,large,lightsteelblue
3964,1698,782,811,895,large,lightsteelblue
3965,1722,969,809,1098,medium,slategrey
3966,1663,869,768,1001,medium,slategrey
3967,1813,956,859,965,large,lightsteelblue
3968,1784,876,814,995,large,lightsteelblue
3969,1854,892,931,940,xl,cornflowerblue
3970,1653,609,773,775,small,asd
3971,1700,796,822,988,large,lightsteelblue
3972,1960,981,955,1058,xxl,royalblue
3973,1734,742,838,862,large,lightsteelblue
3974,1737,955,817,1042,large,lightsteelblue
3975,1838,952,878,938,xl,cornflowerblue
3976,1699,848,800,998,medium,slategrey
3977,1805,871,870,902,xl,cornflowerblue
3978,1830,1041,818,1082,large,lightsteelblue
3979,1764,662,834,780,medium,slategrey
3980,1724,821,802,920,medium,slategrey
3981,1755,844,825,961,large,lightsteelblue
3982,1818,876,862,945,xl,cornflowerblue
3983,1808,800,881,860,large,lightsteelblue
3984,1917,984,895,949,xl,cornflowerblue
3985,1771,787,889,810,large,lightsteelblue
3986,1803,952,857,939,large,lightsteelblue
3987,1792,676,858,732,medium,slategrey
3988,1756,683,836,825,medium,slategrey
3989,1780,841,847,868,large,lightsteelblue
3990,1792,828,878,952,xl,cornflowerblue
3991,1863,937,924,948,xl,cornflowerblue
3992,1820,1060,892,1090,xl,cornflowerblue
3993,1798,869,881,880,large,lightsteelblue
3994,1913,853,936,915,xl,cornflowerblue
3995,1691,753,802,853,medium,slategrey
3996,1822,933,887,955,xl,cornflowerblue
3997,1718,849,767,978,medium,slategrey
3998,1789,957,896,960,xl,cornflowerblue
3999,1674,755,810,816,medium,slategrey
4000,1692,773,833,951,large,lightsteelblue
4001,1804,735,883,810,large,lightsteelblue
4002,1800,849,884,885,large,lightsteelblue
4003,1862,1010,916,1003,xxl,royalblue
4004,1667,741,790,935,medium,slategrey
4005,1633,773,730,887,medium,slategrey
4006,1673,833,796,1026,medium,slategrey
4007,1896,945,958,908,xl,cornflowerblue
4008,1826,984,882,1077,xl,cornflowerblue
4009,1680,746,787,940,medium,slategrey
4010,1799,917,875,960,xl,cornflowerblue
4011,1793,883,869,936,xl,cornflowerblue
4012,1820,1016,880,1048,xl,cornflowerblue
4013,1788,670,865,755,large,lightsteelblue
4014,1708,726,828,830,medium,slategrey
4015,1872,1185,914,1112,xxl,royalblue
4016,1897,829,940,875,xl,cornflowerblue
4017,1739,786,837,950,large,lightsteelblue
4018,1706,781,845,826,medium,slategrey
4019,1749,713,828,822,medium,slategrey
4020,1721,831,774,890,medium,slategrey
4021,1838,771,900,880,large,lightsteelblue
4022,1714,731,853,975,large,lightsteelblue
4023,1683,775,837,825,medium,slategrey
4024,1688,727,799,846,medium,slategrey
4025,1696,758,797,860,medium,slategrey
4026,1780,898,836,915,large,lightsteelblue
4027,1812,1346,869,1302,xl,cornflowerblue
4028,1748,870,852,825,medium,slategrey
4029,1670,670,815,864,large,lightsteelblue
4030,1811,847,897,900,xl,cornflowerblue
4031,1781,1013,840,1070,large,lightsteelblue
4032,1764,802,833,908,large,lightsteelblue
4033,1661,697,761,808,medium,slategrey
4034,1737,947,828,955,large,lightsteelblue
4035,1702,791,843,830,medium,slategrey
4036,1636,736,778,771,small,asd
4037,1709,855,803,955,medium,slategrey
4038,1710,1036,790,1065,medium,slategrey
4039,1669,759,810,866,medium,slategrey
4040,1790,932,897,990,xl,cornflowerblue
4041,1792,955,860,1048,large,lightsteelblue
4042,1696,661,835,833,medium,slategrey
4043,1784,936,853,987,large,lightsteelblue
4044,1767,865,834,992,large,lightsteelblue
4045,1666,784,810,958,medium,slategrey
4046,1721,724,825,836,medium,slategrey
4047,1644,737,780,892,medium,slategrey
4048,1724,838,830,976,large,lightsteelblue
4049,1646,792,743,976,medium,slategrey
4050,1771,700,904,911,xl,cornflowerblue
4051,1781,886,860,999,large,lightsteelblue
4052,1700,703,829,821,medium,slategrey
4053,1780,750,883,835,large,lightsteelblue
4054,1758,953,847,995,large,lightsteelblue
4055,1818,785,890,877,large,lightsteelblue
4056,1703,980,811,1019,large,lightsteelblue
4057,1706,717,780,890,medium,slategrey
4058,1726,642,849,730,medium,slategrey
4059,1763,784,830,823,medium,slategrey
4060,1652,734,797,948,medium,slategrey
4061,1805,1000,860,1080,large,lightsteelblue
4062,1874,962,933,941,xl,cornflowerblue
4063,1816,809,870,895,large,lightsteelblue
4064,1740,791,843,906,large,lightsteelblue
4065,1681,680,780,834,medium,slategrey
4066,1655,656,788,804,medium,slategrey
4067,1763,841,854,949,large,lightsteelblue
4068,1746,588,846,722,medium,slategrey
4069,1733,738,819,852,large,lightsteelblue
4070,1757,672,849,774,medium,slategrey
4071,1567,620,738,826,medium,slategrey
4072,1703,737,822,807,medium,slategrey
4073,1718,848,822,870,large,lightsteelblue
4074,1871,792,872,835,large,lightsteelblue
4075,1728,858,827,1051,large,lightsteelblue
4076,1788,848,855,947,large,lightsteelblue
4077,1688,675,807,816,medium,slategrey
4078,1765,896,848,978,large,lightsteelblue
4079,1690,832,787,991,medium,slategrey
4080,1718,731,846,783,medium,slategrey
4081,1828,985,931,1080,xxl,royalblue
